slurp_id,scenario,intent,intent_raw,gold_intent_final,review_status,review_category,review_note,gold_sentence,sentence_annotation,audio_file
7801,calendar,calendar_set,calendar_set,calendar_set,ok,,,add a note to attend,add a note to attend,audio-1498568055-headset.flac
7804,calendar,calendar_set,calendar_set,calendar_set,ok,,,make a repeating reminder for my work tasks every day at eight am,make a repeating reminder for my work tasks [general_frequency : every day] at [time : eight am],audio-1497865835-headset.flac
7830,calendar,calendar_remove,calendar_remove,calendar_remove,ok,,,clear my schedule,clear my schedule,audio-1490104844-headset.flac
7840,calendar,calendar_query,calendar_query,calendar_query,ok,,,do i have anywhere to be between eight am and five pm today,do i have anywhere to be between [time : eight am] and [time : five pm] [date : today],audio-1502896604-headset.flac
7846,calendar,calendar_query,calendar_query,calendar_query,ok,,,what reminders are coming up this week,what reminders are coming up [date : this week],audio-1490103481-headset.flac
7852,calendar,calendar_set,calendar_set,calendar_set,ok,,,add event baseball practice five pm tonight,add event [event_name : baseball practice] [time : five pm] [timeofday : tonight],audio-1434534560-headset.flac
7867,calendar,calendar_query,calendar_query,calendar_query,ok,,,what does my morning look like tomorrow,what does my [timeofday : morning] look like [date : tomorrow],audio-1490183349-headset.flac
7871,calendar,calendar_query,calendar_query,calendar_query,ok,,,who will be attending the meeting this friday,who will be attending the [event_name : meeting] [date : this friday],audio-1501754186-headset.flac
7880,calendar,calendar_query,calendar_query,calendar_query,ok,,,tell me all the events between today and the twenty first,tell me all the events between [date : today] and the [date : twenty first],audio--1505323875-headset.flac
7893,calendar,calendar_set,calendar_set,calendar_set,ok,,,please give me an update on the election every thirty minutes,please give me an update on the [event_name : election] every [time : thirty minutes],audio-1496265509-headset.flac
7907,calendar,calendar_query,query,calendar_query,ok,,,do i have any appointments today,do i have any [event_name : appointments] [date : today],audio-1501756540-headset.flac
7920,calendar,calendar_remove,calendar_remove,calendar_remove,ok,,,open calendar remove all events,open calendar remove all events,audio-1498572714-headset.flac
7930,calendar,calendar_set,calendar_set,calendar_set,ok,,,remind me about my biology test at fsu on friday,remind me about my [event_name : biology test] at [place_name : fsu] on [date : friday],audio-1495376947-headset.flac
7947,calendar,calendar_query,calendar_query,calendar_query,ok,,,what is the schedule of the next maggie rogers concert,what is the schedule of the next [event_name : maggie rogers concert],audio-1490703562-headset.flac
7968,calendar,calendar_query,calendar_query,calendar_query,ok,,,what do i need to know about the show,what do i need to know about the show,audio-1498573928-headset.flac
7977,calendar,calendar_query,calendar_query,calendar_query,ok,,,are there any reminders set for today,are there any reminders set for [date : today],audio--1506079227-headset.flac
7999,calendar,calendar_remove,calendar_remove,calendar_remove,ok,,,please remove the parent teacher conference scheduled on march seven,please remove the [event_name : parent teacher conference] scheduled on [date : march seven],audio-1501694727-headset.flac
8039,calendar,calendar_set,calendar_set,calendar_set,ok,,,please set a reminder for me to go to work in ten minutes,please set a reminder for me to [event_name : go to work] in [time : ten minutes],audio-1490105633-headset.flac
8046,calendar,calendar_query,calendar_query,calendar_query,ok,,,how many meetings do i have next week,how many meetings do i have [date : next week],audio-1501757159-headset.flac
8047,calendar,calendar_set,calendar_set,calendar_set,ok,,,on february fourteenth make dinner reservations at the restaurant,on [date : february fourteenth] make [meal_type : dinner] reservations at the [business_type : restaurant],audio-1498570919-headset.flac
8057,calendar,calendar_query,calendar_query,calendar_query,ok,,,what is happening this weekend,what is happening [date : this weekend],audio-1502299629-headset.flac
8061,calendar,calendar_query,calendar_query,calendar_query,ok,,,what time does the dinner party start tonight,what time does the [event_name : dinner party] start [timeofday : tonight],audio-1498756830-headset.flac
8063,calendar,calendar_query,calendar_query,calendar_query,ok,,,when is my next reminder,when is my next reminder,audio-1497869339-headset.flac
8069,calendar,calendar_set,calendar_set,calendar_set,ok,,,schedule lunch at tomo in arcata california tomorrow at noon,schedule [meal_type : lunch] at [place_name : tomo in arcata california] [date : tomorrow] at [timeofday : noon],audio-1498573577-headset.flac
8078,calendar,calendar_set,calendar_set,calendar_set,ok,,,send me a reminder to pick up my dog from the groomer at one pm,send me a reminder to [event_name : pick up my dog] from the [place_name : groomer] at [time : one pm],audio-1490195085-headset.flac
8089,calendar,calendar_set,set,calendar_query,corrected,corrected,domanda su evento esistente,when is my meeting,when is my [event_name : meeting],audio-1434529153-headset.flac
8122,calendar,calendar_set,calendar_set,calendar_set,ok,,,alter lunch event to repeat every friday,alter [meal_type : lunch] event to repeat [date : every friday],audio-1501687549-headset.flac
8127,calendar,calendar_set,calendar_set,calendar_set,ok,,,meeting update my calendar to reflect meeting,meeting update my calendar to [event_name : reflect meeting],audio-1502100385-headset.flac
8132,calendar,calendar_query,calendar_query,calendar_query,ok,,,when are the trains running tomorrow,when are the trains running [date : tomorrow],audio-1500979150-headset.flac
8133,calendar,calendar_set,calendar_set,calendar_set,ok,,,set a remainder at three pm to pick jo,set a remainder at [time : three pm] to pick [person : jo],audio-1502196266-headset.flac
8146,calendar,calendar_remove,calendar_remove,calendar_remove,ok,,,cancel my meeting on the fourteenth,cancel my [event_name : meeting] on the [date : fourteenth],audio-1501778166-headset.flac
8152,calendar,calendar_query,calendar_query,calendar_query,ok,,,give me information about the concert on tuesday night,give me information about the concert on [date : tuesday] [time : night],audio-1501753236-headset.flac
8160,calendar,calendar_set,calendar_set,calendar_set,ok,,,i need to be reminded that there is a meeting for paul's retirement set reminder for tuesday at three pm,i need to be reminded that there is a meeting for [person : paul's] [event_name : retirement] set reminder for [date : tuesday] at [time : three pm],audio-1501751458-headset.flac
8207,calendar,calendar_query,calendar_query,calendar_query,ok,,,what do i have going on this morning between ten twelve,[time : what] do i have going on this [time : morning between ten twelve],audio-1490195630-headset.flac
8208,calendar,calendar_query,calendar_query,calendar_query,ok,,,what time is the evening meeting i have with john,what time is the [event_name : evening meeting] i have with [person : john],audio-1490108186-headset.flac
8258,calendar,calendar_query,calendar_query,calendar_query,ok,,,more about the concert in st pete,more about the [event_name : concert] in [place_name : st pete],audio-1490201373-headset.flac
8263,calendar,calendar_set,calendar_set,calendar_set,ok,,,olly remind me about tomorrow's meeting tonight,olly remind me about [date : tomorrow's] [event_name : meeting] [timeofday : tonight],audio-1490194745-headset.flac
8270,calendar,calendar_set,calendar_set,calendar_set,ok,,,notification of meeting on wednesday,notification of [event_name : meeting] on [date : wednesday],audio-1498484637-headset.flac
8272,calendar,calendar_set,calendar_set,calendar_set,ok,,,add my upcoming meeting to my calendar,add my upcoming [event_name : meeting] to my calendar,audio-1502894749-headset.flac
8282,calendar,calendar_remove,calendar_remove,calendar_remove,ok,,,completely clear my calendar please,completely clear my calendar please,audio-1502201237-headset.flac
8287,calendar,calendar_remove,calendar_remove,calendar_remove,ok,,,please delete the meeting i have with john tonight,please delete the [event_name : meeting] i have with [person : john] [timeofday : tonight],audio-1502113432-headset.flac
8311,calendar,calendar_set,calendar_set,calendar_set,ok,,,set a reminder for wednesdays at two pm,set a reminder for [date : wednesdays] at [time : two pm],audio-1501152391-headset.flac
8323,calendar,calendar_query,calendar_query,calendar_query,ok,,,did you add tomorrow's meeting to my calendar,did you add [date : tomorrow's] [event_name : meeting] to my calendar,audio-1499265510-headset.flac
8325,calendar,calendar_set,calendar_set,calendar_set,ok,,,add lunch meetings at noon every day this week,add [meal_type : lunch] [event_name : meetings] at [timeofday : noon] [general_frequency : every day] [date : this week],audio-1502218005-headset.flac
8329,calendar,calendar_set,calendar_set,calendar_set,ok,,,set a reminder for the meeting friday at three pm,set a reminder for the [event_name : meeting] [date : friday] at [time : three pm],audio-1497879613-headset.flac
8333,calendar,calendar_remove,calendar_remove,calendar_remove,ok,,,remove everything from the calendar,remove everything from the calendar,audio-1501415251-headset.flac
8372,calendar,calendar_remove,calendar_remove,calendar_remove,ok,,,hey siri make sure my calendar is completely clear tomorrow,hey siri make sure my calendar is completely clear [date : tomorrow],audio-1497263154-headset.flac
8373,calendar,calendar_set,calendar_set,calendar_set,ok,,,new notification for meeting in two hours,new notification for [event_name : meeting] in [time : two hours],audio-1501752736-headset.flac
8377,calendar,calendar_set,calendar_set,calendar_set,ok,,,remind me about calendar,remind me about calendar,audio-1490355120-headset.flac
8384,calendar,calendar_query,calendar_query,calendar_query,ok,,,are there any pending appointments this morning,are there any pending [event_name : appointments] this [timeofday : morning],audio-1502218232-headset.flac
8385,calendar,calendar_query,calendar_query,calendar_query,ok,,,is this week a payday week,is [date : this week] a payday week,audio-1498485138-headset.flac
8417,calendar,calendar_remove,calendar_remove,calendar_remove,ok,,,cancel all appointments in my calendar,cancel all [event_name : appointments] in my calendar,audio-1490181715-headset.flac
8418,calendar,calendar_query,query,calendar_query,ok,,,what reminders do i have set,what reminders do i have set,audio--1506079222-headset.flac
8434,calendar,calendar_remove,calendar_remove,calendar_remove,ok,,,remove my event at one pm in my calendar,remove my event at [time : one pm] in my calendar,audio-1494422817-headset.flac
8447,calendar,calendar_set,calendar_set,calendar_set,ok,,,set a reminder for next saturday go to the library at five o'clock,set a reminder for next [date : saturday] go to the [place_name : library] at [time : five] o'clock,audio-1498567099-headset.flac
8451,calendar,calendar_set,calendar_set,calendar_set,ok,,,remind me about the upcoming national holiday,remind me about the [event_name : upcoming national holiday],audio-1490183412-headset.flac
8463,calendar,calendar_remove,calendar_remove,calendar_remove,ok,,,remove my calendar event at one pm today,remove my calendar event at [time : one pm] [date : today],audio-1501155119-headset.flac
8479,calendar,calendar_set,calendar_set,calendar_set,ok,,,set a reminder for my meeting at five pm,set a reminder for my [event_name : meeting] at [time : five pm],audio-1497863308-headset.flac
8487,calendar,calendar_set,calendar_set,calendar_set,ok,,,please add an appointment at nine am wednesday at dr greens office,please add an appointment at [time : nine am] [date : wednesday] at [relation : dr greens] [place_name : office],audio-1494606483-headset.flac
8493,calendar,calendar_query,calendar_query,calendar_query,ok,,,tell me what is on my schedule for today,tell me what is on my schedule for [date : today],audio-1501772571-headset.flac
8510,calendar,calendar_query,calendar_query,calendar_query,ok,,,when is bruno mars coming to sacramento,when is [person : bruno mars] coming to [place_name : sacramento],audio-1502100973-headset.flac
8522,calendar,calendar_set,calendar_set,calendar_set,ok,,,i want to add something to my calendar,i want to add something to my calendar,audio-1490184598-headset.flac
8528,calendar,calendar_remove,calendar_remove,calendar_remove,ok,,,clear event from calendar and refresh,clear event from calendar and refresh,audio-1490193395-headset.flac
8543,calendar,calendar_query,calendar_query,calendar_query,ok,,,what events do i have coming up,what events do i have coming up,audio-1501414504-headset.flac
8548,calendar,calendar_remove,calendar_remove,calendar_remove,ok,,,delete the next event on the calendar,delete the next event on the calendar,audio-1501778454-headset.flac
8549,calendar,calendar_remove,calendar_remove,calendar_remove,ok,,,please cancel the next event on the calendar,please cancel the next event on the calendar,audio-1498566358-headset.flac
8578,calendar,calendar_query,calendar_query,calendar_query,ok,,,what meetings do i have between eight ten today,what [event_name : meetings] do i have between [time : eight ten] [date : today],audio-1497555955-headset.flac
8592,calendar,calendar_set,calendar_set,calendar_set,ok,,,remind me tomorrow at two pm,remind me [date : tomorrow] at [time : two pm],audio-1490183205-headset.flac
8594,calendar,calendar_set,calendar_set,calendar_set,ok,,,schedule an event in my calendar for the pool party at jack's place this saturday,schedule an event in my calendar for the [event_name : pool party] at [place_name : jack's place] [date : this saturday],audio-1490370989-headset.flac
8602,calendar,calendar_query,calendar_query,calendar_query,ok,,,what is the address for the event scheduled on the first of january,what is the address for the event scheduled on the [date : first of january],audio-1502197816-headset.flac
8606,calendar,calendar_set,calendar_set,calendar_set,ok,,,i want to meet with sara tomorrow,i want to meet with [person : sara] [date : tomorrow],audio-1498485987-headset.flac
8609,calendar,calendar_set,calendar_set,calendar_set,ambiguous_retained,compound,"scelto calendar_set (reschedule ingloba cancel), ma calendar_remove difendibile",cancel my meeting with lisa on tuesday and reschedule it for thursday,cancel my [event_name : meeting] with [person : lisa] on [date : tuesday] and reschedule it for [date : thursday],audio-1494609059-headset.flac
8612,calendar,calendar_remove,calendar_remove,calendar_remove,ok,,,remove thursday's lunch from my calendar,remove [date : thursday's] [meal_type : lunch] from my calendar,audio-1502101173-headset.flac
8619,calendar,calendar_set,calendar_set,calendar_set,ok,,,set and event for the fifteenth of every month to remind me to pay my internet bill,set and event for the [general_frequency : fifteenth of every month] to remind me to [event_name : pay my internet bill],audio-1501757149-headset.flac
8622,calendar,calendar_set,calendar_set,calendar_set,ok,,,add the following date and time to my calendar,add the following date and time to my calendar,audio-1498565427-headset.flac
8626,calendar,calendar_query,calendar_query,calendar_query,ok,,,when is the event,when is the event,audio-1492779029-headset.flac
8655,calendar,calendar_set,calendar_set,calendar_set,ok,,,add an event starting at three pm in goshen new york on may fifth for dan's graduation,add an event starting at [time : three pm] in [place_name : goshen new york] on [date : may fifth] for [event_name : dan's graduation],audio-1502895086-headset.flac
8668,calendar,calendar_query,calendar_query,calendar_query,ok,,,in the last year how many hours have i been in meetings,in the [time : last year] how many hours have i been in [event_name : meetings],audio-1497881551-headset.flac
8677,calendar,calendar_remove,calendar_remove,calendar_remove,ok,,,delete meeting,delete [event_name : meeting],audio-1495734210-headset.flac
8697,calendar,calendar_set,calendar_set,calendar_set,ok,,,i have a meeting with al on march twenty first at ten,i have a [event_name : meeting] with [person : al] on [date : march twenty first] at [time : ten],audio-1498566270-headset.flac
8699,calendar,calendar_query,calendar_query,calendar_query,ambiguous_retained,weak_fragment,'i needed to prepare for a health planning' (attuale query),i needed to prepare for a meeting,i needed to prepare for a [event_name : meeting],audio-1502100301-headset.flac
8707,calendar,calendar_query,calendar_query,calendar_query,ok,,,show my upcoming events,show my upcoming events,audio-1500980349-headset.flac
8714,calendar,calendar_remove,calendar_remove,calendar_remove,ok,,,delete from the calendar the next event,delete from the calendar the next event,audio-1501778048-headset.flac
8723,calendar,calendar_query,calendar_query,calendar_query,ok,,,does my calendar say i'm free on april one two thousand and seventeen,does my calendar say i'm free on [date : april one two thousand and seventeen],audio-1490182976-headset.flac
8729,calendar,calendar_set,calendar_set,calendar_set,ok,,,set a weekly appointment reminder,set a [general_frequency : weekly] appointment reminder,audio-1497439572-headset.flac
8749,calendar,calendar_set,calendar_set,calendar_set,ok,,,flag two day after this day as my holiday,flag [date : two day after this day] as [event_name : my holiday],audio-1501768398-headset.flac
8751,calendar,calendar_set,calendar_set,calendar_set,ok,,,tuesday meeting noon,[date : tuesday] [event_name : meeting] [timeofday : noon],audio-1501778664-headset.flac
8752,calendar,calendar_query,calendar_query,calendar_query,ok,,,do i have anything scheduled for march seventh,do i have anything scheduled for [date : march seventh],audio-1494415763-headset.flac
8753,calendar,calendar_set,calendar_set,calendar_set,ok,,,olly schedule my doctors appointment on friday at two pm,olly schedule my [event_name : doctors appointment] on [date : friday] at [time : two pm],audio-1497263106-headset.flac
8755,calendar,calendar_set,calendar_set,calendar_set,ok,,,can you please add my dinner reservations to my calendar,can you please add my [event_name : dinner reservations] to my calendar,audio-1490355298-headset.flac
8783,calendar,calendar_query,calendar_query,calendar_query,ok,,,do i have any calendar events today,do i have any calendar events [date : today],audio-1501752158-headset.flac
8800,calendar,calendar_query,calendar_query,calendar_query,ok,,,do i have any reminders on my list,do i have any reminders on my list,audio-1501772117-headset.flac
8802,calendar,calendar_set,calendar_set,calendar_set,ok,,,please remind me of,please remind me of,audio--1505323810-headset.flac
8808,calendar,calendar_set,calendar_set,calendar_query,corrected,corrected,verifica di esistenza,do i need to be reminded of any meetings on monday,do i need to be reminded of any [event_name : meetings] on [date : monday],audio-1497272055-headset.flac
8829,calendar,calendar_query,calendar_query,calendar_query,ambiguous_retained,need_audio,'is calendar event false' (attuale calendar_query),is calendar event false,is calendar event false,audio-1498567390-headset.flac
8834,calendar,calendar_remove,calendar_remove,calendar_remove,ok,,,remove all my meetings for the rest of the week,remove all my [event_name : meetings] for [time : the rest of the week],audio-1501764150-headset.flac
8842,calendar,calendar_set,calendar_set,calendar_set,ok,,,add to calendar may two is mary's birthday repeat every year,add to calendar [date : may two] is [person : mary's] [event_name : birthday] repeat [general_frequency : every year],audio-1502301998-headset.flac
8847,calendar,calendar_set,calendar_set,calendar_set,ok,,,i want you to remind me to take my rain coat because it may rain,i want you to remind me to [event_name : take my rain coat] because it may rain,audio-1502201209-headset.flac
8848,calendar,calendar_set,calendar_set,calendar_set,ok,,,please tell me to take my umbrella because it will be very hot today,please tell me to [event_name : take my umbrella] because it will be very hot [date : today],audio-1490181437-headset.flac
8859,calendar,calendar_query,calendar_query,calendar_query,ok,,,what is my schedule for june fourteenth two thousand and seventeen,what is my schedule for [date : june fourteenth two thousand and seventeen],audio-1434533478-headset.flac
8863,calendar,calendar_remove,calendar_remove,calendar_remove,ok,,,please delete all reminder of sunday,please delete all reminder of [date : sunday],audio-1490194676-headset.flac
8873,calendar,calendar_set,calendar_set,calendar_set,ok,,,remember dinner on thursday at bistro italia,remember [meal_type : dinner] on [date : thursday] at [place_name : bistro italia],audio-1498565122-headset.flac
8895,calendar,calendar_set,calendar_set,calendar_set,ok,,,calendar event with these people,calendar event with these people,audio-1498566930-headset.flac
8896,calendar,calendar_remove,calendar_remove,calendar_remove,ok,,,clear my schedule for today,clear my schedule for [date : today],audio-1502199149-headset.flac
8899,calendar,calendar_query,calendar_query,calendar_query,ok,,,details,details,audio-1498573073-headset.flac
8903,calendar,calendar_query,calendar_query,calendar_query,ok,,,tell about latest events,tell about latest events,audio-1502100929-headset.flac
8928,calendar,calendar_query,calendar_query,calendar_query,ok,,,when are the meetings,when are the [event_name : meetings],audio-1434534958-headset.flac
8933,calendar,calendar_query,calendar_query,calendar_query,ok,,,when is the party scheduled,when is the [event_name : party] scheduled,audio-1501690432-headset.flac
8934,calendar,calendar_set,calendar_set,calendar_set,ambiguous_retained,coinflip_query_set,attuale calendar_set; possibile query ('with all events'=elencameli),notify me with all events in the next one week,notify me with all events in the [time : next one week],audio-1490801348-headset.flac
8938,calendar,calendar_set,calendar_set,calendar_set,ok,,,john marriage anniversary,[person : john] [event_name : marriage anniversary],audio-1502195679-headset.flac
8941,calendar,calendar_query,calendar_query,calendar_query,ok,,,when are holiday in current month,when are [event_name : holiday] in [time : current month],audio-1490194235-headset.flac
8953,calendar,calendar_set,calendar_set,calendar_set,ambiguous_retained,coinflip_query_set,attuale calendar_set; lieve preferenza per query ('informami'),let me know of the meeting on tuesday,let me know of the [event_name : meeting] on [date : tuesday],audio-1502377490-headset.flac
8959,calendar,calendar_set,calendar_set,calendar_set,ok,,,i want you to remind me about the evening program,i want you to remind me about the [event_name : evening program],audio-1498569512-headset.flac
8984,calendar,calendar_remove,calendar_remove,calendar_remove,ok,,,delete eric's bday from the calendar,delete [event_name : eric's bday] from the calendar,audio-1502375146-headset.flac
9002,calendar,calendar_set,calendar_set,calendar_set,ok,,,ok google schedule a meeting with the vp of the department on the twenty first of march two thousand and seventeen,ok google schedule a [event_name : meeting] with [relation : the vp of the department] on [date : the twenty first of march two thousand and seventeen],audio-1495371821-headset.flac
9004,calendar,calendar_set,calendar_set,calendar_set,ok,,,i need a meeting with the cfo on thursday,i need a [event_name : meeting] with [relation : the cfo] on [date : thursday],audio-1502216847-headset.flac
9008,calendar,calendar_remove,calendar_remove,calendar_remove,ok,,,remove birthday event from my calendar,remove [event_name : birthday] event from my calendar,audio-1498570322-headset.flac
9013,calendar,calendar_set,calendar_set,calendar_set,ok,,,remind me on fifth april there is a meeting with boss,remind me on [date : fifth april] there is a [event_name : meeting] with [relation : boss],audio-1498573229-headset.flac
9023,calendar,calendar_set,calendar_set,calendar_set,ok,,,create a reminder for visa application on this thursday,create a reminder for [event_name : visa application] on this [date : thursday],audio-1502894606-headset.flac
9040,calendar,calendar_remove,calendar_remove,calendar_remove,ok,,,make blank on july three calendar,make blank on [date : july three] calendar,audio-1497267388-headset.flac
9051,calendar,calendar_set,calendar_set,calendar_set,ok,,,make an event reminder for monas wedding on tuesday,make an event reminder for [event_name : monas wedding] on [date : tuesday],audio-1497864418-headset.flac
9065,calendar,calendar_set,calendar_set,calendar_set,ok,,,put a repeating event on the calendar,put a [event_name : repeating event] on the calendar,audio-1502894592-headset.flac
9067,calendar,calendar_query,calendar_query,calendar_query,ok,,,am i busy this weekend,am i busy [date : this weekend],audio-1501764745-headset.flac
9082,calendar,calendar_remove,calendar_remove,calendar_remove,ok,,,delete day after event,delete day after event,audio-1434532423-headset.flac
9097,calendar,calendar_set,calendar_set,calendar_set,ambiguous_retained,need_audio,'remind the required events to be reset' (attuale calendar_set),remind the required events to be reset,remind the required events to be reset,audio-1490801495-headset.flac
9136,calendar,calendar_query,calendar_query,calendar_query,ok,,,any meeting on friday,any meeting on [date : friday],audio-1498569834-headset.flac
9144,calendar,calendar_set,calendar_set,calendar_set,ok,,,remind me that i have an appointment twelve o clock on saturday,remind me that i have an [event_name : appointment] [time : twelve o clock] on [date : saturday],audio-1497621187-headset.flac
9164,calendar,calendar_query,calendar_query,calendar_query,ok,,,olly do i have any calendar events this month,olly do i have any calendar events [date : this month],audio-1497024796-headset.flac
9171,calendar,calendar_set,calendar_set,calendar_set,ok,,,olly make a calendar entry for next saturday at ten am please,olly make a calendar entry for next [date : saturday] at [time : ten am] please,audio-1490182146-headset.flac
9179,calendar,calendar_set,calendar_set,calendar_set,ok,,,remind me of the meeting on the twenty second of january,remind me of the [event_name : meeting] on [date : the twenty second of january],audio-1494420813-headset.flac
9189,calendar,calendar_set,calendar_set,calendar_set,ok,,,remind me about the meeting in one hour,remind me about the [event_name : meeting] in [time : one hour],audio-1497270542-headset.flac
9190,calendar,calendar_set,calendar_set,calendar_set,ok,,,remind me in one hour about my meeting,remind me in [time : one hour] about my [event_name : meeting],audio-1490705806-headset.flac
10924,calendar,calendar_remove,calendar_remove,calendar_remove,ok,,,remove meeting for wednesday morning,remove meeting for [date : wednesday] [timeofday : morning],audio-1490183696-headset.flac
11181,calendar,calendar_query,calendar_query,calendar_query,ok,,,my work schedule,my work schedule,audio--1505404942-headset.flac
13107,calendar,calendar_set,calendar_set,calendar_set,ok,,,schedule a meeting with my colleague,schedule a [event_name : meeting] with my [relation : colleague],audio-1490021632-headset.flac
15545,calendar,calendar_set,calendar_set,calendar_set,ok,,,remind me to tweet at this company,remind me to [media_type : tweet] at this company,audio-1497555712-headset.flac
10424,lists,lists_query,lists_query,lists_query,ok,,,list the items on my shopping list olly,list the items on my [list_name : shopping] list olly,audio-1434532760-headset.flac
10449,lists,lists_remove,lists_remove,lists_remove,ok,,,i'd like to cancel the trip to vegas next week,i'd like to cancel the trip to vegas next week,audio-1497887517-headset.flac
10450,lists,lists_query,lists_query,lists_query,ok,,,what is on my shopping list today,what is on my [list_name : shopping] list [date : today],audio-1500040567-headset.flac
10453,lists,lists_remove,lists_remove,lists_remove,ok,,,cross out bread from shopping list,cross out bread from [list_name : shopping] list,audio-1494415552-headset.flac
10458,lists,lists_remove,lists_remove,lists_remove,ok,,,remove a list of things to buy,remove a list of [list_name : things to buy],audio-1501771821-headset.flac
10468,lists,lists_createoradd,lists_createoradd,lists_createoradd,ok,,,can you create a new list,can you create a new list,audio-1490193669-headset.flac
10470,lists,lists_remove,lists_remove,lists_remove,ok,,,remove a list of food items purchased last week,remove a list of [list_name : food] items purchased [date : last week],audio-1502309760-headset.flac
10475,lists,lists_remove,lists_remove,lists_remove,ambiguous_retained,need_audio,"""it's depend pon the seen"" (attuale lists_remove)",it's depend pon the seen,it's depend pon the seen,audio-1497867695-headset.flac
10486,lists,lists_remove,lists_remove,lists_remove,ok,,,clear list,clear list,audio-1502196100-headset.flac
10488,lists,lists_createoradd,lists_createoradd,lists_createoradd,ok,,,make list,make list,audio-1502197079-headset.flac
10496,lists,lists_query,lists_query,lists_query,ok,,,which grocery stores have i mad a list with,which [list_name : grocery stores] have i mad a list with,audio-1501752776-headset.flac
10506,lists,lists_query,query,lists_query,ok,,,what are my lists,what are my lists,audio-1502194806-headset.flac
10518,lists,lists_query,query,lists_query,ok,,,what lists are available,what lists are available,audio-1498567446-headset.flac
10521,lists,lists_remove,lists_remove,lists_remove,ok,,,erase my old english songs list,erase my [list_name : old english] songs list,audio-1498484115-headset.flac
10526,lists,lists_remove,lists_remove,lists_remove,ok,,,please remove a list,please remove a list,audio-1501415308-headset.flac
10529,lists,lists_createoradd,lists_createoradd,lists_createoradd,ok,,,add this item to the list,add this item to the list,audio-1498567134-headset.flac
10532,lists,lists_query,lists_query,lists_query,ok,,,what were the last five lists i made,what were the last five lists i made,audio-1495734147-headset.flac
10539,lists,lists_query,lists_query,lists_query,ok,,,send me the last list uploaded,send me the last list uploaded,audio-1490288006-headset.flac
10545,lists,lists_createoradd,lists_createoradd,lists_createoradd,ok,,,make a list of numbers for me,make a list of [list_name : numbers] for me,audio-1490006493-headset.flac
10551,lists,lists_query,lists_query,lists_query,ok,,,what's on my to do list for today,what's on my [list_name : to do] list for [date : today],audio-1502101531-headset.flac
10555,lists,lists_query,lists_query,lists_query,ambiguous_retained,coinflip,attuale lists_query; se 'check'=spuntare allora remove,check item five on my to do list,check item five on my [list_name : to do] list,audio-1498569016-headset.flac
10557,lists,lists_query,lists_query,lists_query,ok,,,please show my list,please show my list,audio-1489498911-headset.flac
10589,lists,lists_remove,lists_remove,lists_remove,ok,,,remove the excel file from the list,remove the excel file from the list,audio-1490369577-headset.flac
10605,lists,lists_query,lists_query,lists_query,ok,,,how many food items on the list,how many food items on the list,audio-1490021707-headset.flac
10614,lists,lists_remove,lists_remove,lists_remove,ok,,,the list should not contain all food items with the prefix dry,the list should not contain all food items with the prefix dry,audio-1498485790-headset.flac
10616,lists,lists_createoradd,lists_createoradd,lists_createoradd,ok,,,by tomorrow create a new list,by [date : tomorrow] create a new list,audio-1498565491-headset.flac
10626,lists,lists_createoradd,lists_createoradd,lists_createoradd,ok,,,make a new list,make a new list,audio-1501753918-headset.flac
10627,lists,lists_createoradd,lists_createoradd,lists_createoradd,ok,,,put pencil on a new grocery list,put pencil on a new [list_name : grocery] list,audio-1501694719-headset.flac
10629,lists,lists_remove,lists_remove,lists_remove,ok,,,please remove this item from the list,please remove this item from the list,audio-1490357363-headset.flac
10648,lists,lists_createoradd,lists_createoradd,lists_createoradd,ok,,,add grocery to list,add grocery to list,audio-1497437007-headset.flac
10666,lists,lists_query,lists_query,lists_query,ok,,,read the list,read the list,audio-1490109022-headset.flac
10685,lists,lists_query,lists_query,lists_query,ok,,,tell me what lists i have,tell me what lists i have,audio-1490104392-headset.flac
10689,lists,lists_remove,lists_remove,lists_remove,ok,,,remove item three,remove item three,audio-1490204884-headset.flac
10697,lists,lists_query,lists_query,lists_query,ok,,,what does the list contain,what does the list contain,audio-1501758949-headset.flac
10700,lists,lists_createoradd,lists_createoradd,lists_createoradd,ok,,,please add this item to the list,please add this item to the list,audio-1498573916-headset.flac
10728,lists,lists_query,lists_query,lists_query,ok,,,display available lists,display available lists,audio-1490355220-headset.flac
10730,lists,lists_query,lists_query,lists_query,ok,,,can you please tell me what i have on my list,can you please tell me what i have on my list,audio-1499693684-headset.flac
10732,lists,lists_remove,lists_remove,lists_remove,ok,,,remove pepper from my grocery list,remove pepper from my [list_name : grocery] list,audio-1490184504-headset.flac
10741,lists,lists_createoradd,lists_createoradd,lists_createoradd,ok,,,add something to my list,add something to my list,audio-1434534283-headset.flac
10746,lists,lists_remove,lists_remove,lists_remove,ok,,,remove that item from my list,remove that item from my list,audio-1498483449-headset.flac
10754,lists,lists_query,lists_query,lists_query,ok,,,read back what i put on my to do list for this week,read back what i put on my to do list for [date : this week],audio-1490021718-headset.flac
10758,lists,lists_query,lists_query,lists_query,ok,,,read shopping list items,read [list_name : shopping] list items,audio-1502302373-headset.flac
10763,lists,lists_createoradd,lists_createoradd,lists_createoradd,ok,,,add cereal to my shopping list,add cereal to my shopping list,audio-1497884591-headset.flac
